"NP","NM","nlP","nlM","nlnP","nlnM","zoP","zoM","wP","wM","timesteps","Lambda","mutprb","fiterrP","fiterrM","prbHorz","pfP","pfM","FLFC","FC","pVp","tVp","pVm","tVm","dP","dM","tcoefP","c.0..rep.tcoefM..each...10.."
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,1,0.676247198010935,0.0196489292929293,0.323752801989064,0.00940690909090909,0.0411999999999999,0.0411999999999999,0.00204545454545455,-0.0090612121212121
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.2,0.7,0.6,0.1,1,0.738837785920404,0.0176382222222222,0.261162214079596,0.00623470707070707,0.0253999999999999,0.0253999999999999,-0.00184909090909091,0.00221272727272722
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.2,0.8,0.6,0.1,1,0.553294298356586,0.0140263737373737,0.446705701643414,0.0113242828282828,0.0119000000000002,0.0119000000000002,-0.00543757575757576,-0.000891515151515168
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.2,0.9,0.6,0.1,1,0.773014162179855,0.0283401515151515,0.226985837820145,0.00832172727272727,0.0238,0.0238,0.00631212121212127,-0.00549696969696969
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0,0.1,1,0.750359484351204,0.0156970808080808,0.249640515648796,0.00522233333333334,0.0916000000000001,0.0916000000000001,-0.000995151515151532,-0.00122909090909085
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.1,0.1,1,0.723501068297355,0.0198385454545455,0.276498931702645,0.00758165656565656,0.0568,0.0568,0.000892121212121204,0.000352121212121195
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.2,0.1,1,0.750829269738695,0.0153508181818182,0.249170730261305,0.00509433333333333,0.0493999999999999,0.0493999999999999,-0.00593636363636363,0.00128363636363636
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.3,0.1,1,0.597689492464482,0.0151682424242424,0.402310507535518,0.0102098888888889,0.0251000000000001,0.0251000000000001,0.00746181818181819,-0.00426242424242421
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.4,0.1,1,0.442263540120085,0.00963737373737374,0.557736459879915,0.0121536464646465,0.0083000000000002,0.0083000000000002,0.00193818181818176,-0.00238424242424242
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.5,0.1,1,0.552901021157846,0.0139490505050505,0.447098978842154,0.0112797878787879,0.0261,0.0261,-0.0076296969696969,0.00539454545454548
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,1,0.781726254213991,0.0204854444444444,0.218273745786009,0.00571994949494949,0.0366,0.0366,0.000407272727272717,-0.00942727272727273
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.7,0.1,1,0.610527497194164,0.0167589797979798,0.389472502805836,0.0106910202020202,0.0398000000000001,0.0398000000000001,-0.00240666666666665,0.00472606060606059
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.8,0.1,1,0.791752011909159,0.0128613636363636,0.208247988090841,0.00338281818181818,0.0326,0.0326,-0.00264060606060602,0.0029278787878788
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.9,0.1,1,0.609585147547629,0.0161610505050505,0.390414852452371,0.0103505050505051,0.000599999999999934,0.000599999999999934,-0.00348484848484847,-0.000638181818181826
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,1,0.48919914108399,0.00997352525252526,0.51080085891601,0.0104139292929293,0.0800000000000001,0.0800000000000001,-0.0013606060606061,-0.00399454545454544
